title,body,sentiment,source
"California to revoke 17,000 commercial driver's licenses given to immigrants amid Trump admin pressure","Florida Attorney General James Uthmeier joins 'Fox & Friends' to discuss reports that California issued trucking licenses to illegal immigrants and how Florida plans to respond. California is set to revoke commercial driver's licenses (CDLs) issued to 17,000 immigrants after pressure from the Trump administration. The licenses that are expected to be revoked would have expired after the driver was legally allowed to be in the country. ""After weeks of claiming they did nothing wrong, Gavin Newsom and California have been caught red-handed.",-0.1294117647058823,Fox News
Ex-aide to California governor indicted for alleged theft of campaign funds from ex-health secretary,"SACRAMENTO, Calif. -- A former top aide to California Gov. Gavin Newsom has been indicted on federal charges alleging her involvement in a scheme to steal campaign money from former federal Health Secretary Xavier Becerra. Dana Williamson was arrested and appeared in court Wednesday in Sacramento.",-0.1137254901960785,Newsday
Justice Department joins lawsuit over new California congressional districts,Californians voted to redraw the state's congressional maps with Democratic lawmakers. The Justice Department is joining a lawsuit against California Gov. Gavin Newsom over the redrawing of the state's congressional districts ahead of the 2026 midterm elections. The Trump administration accuses California of violating the Constitution by gerrymandering using race as a factor to favor Hispanic voters in the new map.,0.1529411764705881,USA Today
DOJ joins lawsuit to stop California's new anti-GOP congressional map,"The Justice Department on Thursday joined a lawsuit challenging California's new congressional map, saying the state was too focused on race when it drew its new lines. The government sided with California voters and the California Republican Party, which sued last week to try to block the map that voters approved in the recent election. Gov. Gavin Newsom and fellow Democrats, who control the state, drew the map to cut Republicans' share of the congressional delegation from nine down to four seats, out of 52.",0.1764705882352942,Washington Times
Justice Department joins lawsuit seeking to block California's new congressional map,"The Justice Department on Thursday sued to block new congressional district boundaries approved by California voters last week, joining a court battle that could help determine which party wins control of the House in 2026. The complaint filed in California federal court targets the new congressional map pushed by Democratic Gov. Gavin Newsom in response to a similar Republican-led effort in Texas backed by President Trump. It sets the stage for a high-stakes legal and political fight between the Republican administration and the Democratic governor, who's seen as a likely 2028 presidential contender.",0.2392156862745098,CBS News
Arrests of political aides could blow back on Newsom and Becerra,"Before this month's arrests of former top state aides, it was a foregone conclusion that at least one or two Democrats would have to drop out of the ongoing run for California governor just to ensure there will be no Republican-on-Republican runoff next November 3. But the dropouts until now did not figure to include Xavier Becerra, a former California attorney general and Health secretary in the cabinet of ex-President Joe Biden. His onetime top aide, Sean McCluskie, is charged with sending fake bills to a dormant Becerra campaign bank account, along with Dana Williamson, a former top assistant to current Gov. Gavin Newsom and former Govs.",-0.2156862745098039,Daily News
Justice Department Sues To Block California U.S. House Map In Clash That Could Tip Control Of Congress,"LOS ANGELES (AP) -- The Justice Department on Thursday sued to block new congressional district boundaries approved by California voters last week, joining a court battle that could help determine which party wins control of the U.S. House in 2026. The complaint filed in California federal court targets the new congressional map pushed by Democratic Gov. Gavin Newsom in response to a similar Republican-led effort in Texas backed by President Donald Trump.",0.0980392156862746,HuffPost
Justice Department sues to block California US House map in clash that could tip control of Congress,"LOS ANGELES -- The Justice Department on Thursday sued to block new congressional district boundaries approved by California voters last week, joining a court battle that could help determine which party wins control of the U.S. House in 2026. The complaint filed in California federal court targets the new congressional map pushed by Democratic Gov. Gavin Newsom in response to a similar Republican-led effort in Texas backed by President Donald Trump.",0.0980392156862746,ABC News
Justice Department Sues to Block California US House Map in Clash That Could Tip Control of Congress,"LOS ANGELES (AP) -- The Justice Department on Thursday sued to block new congressional district boundaries approved by California voters last week, joining a court battle that could help determine which party wins control of the U.S. House in 2026. The complaint filed in California federal court targets the new congressional map pushed by Democratic Gov. Gavin Newsom in response to a similar Republican-led effort in Texas backed by President Donald Trump.",0.05098039215686279,U.S. News & World Report
"Illegal alien truck driver presses for blood samples, vehicle analysis in deadly Florida disaster","Florida Governor Ron DeSantis weighs in on the petition in support of the illegal alien trucker accused of killing three and California Governor Gavin Newsom's 'tough guy' act on 'Hannity.'

An illegal alien truck driver accused of causing a crash in Florida that killed three people appeared in court Thursday as his attorneys pressed for new testing of evidence before trial. Harjinder Singh, 28, of India, faces multiple felony counts for allegedly causing a fiery semi-truck crash that killed three people in Fort Pierce, Florida in August. Singh, who crossed into the United States illegally in 2018 via the southern border, has been charged with three counts of vehicular homicide and was extradited to Florida to face charges after traveling to California in the aftermath of the crash. He appeared via video conference from jail for a docket call before Judge Lawrence Mirman in St.",-0.4196078431372549,Fox News
"Gavin Newsom's Former Chief of Staff Charged with $225,000 in Fraud and Corruption","Gov. Gavin Newsom's (D-CA) former chief of staff was charged on Wednesday with allegedly plotting to steal $225,000 and give the money to a friend, according to the Justice Department. The Department of Justice (DOJ) charged Dana Williamson in a 23-count federal indictment with conspiracy to commit bank and wire fraud, defrauding the United States, obstructing justice, filing false tax returns, and lying to authorities. She allegedly took part in a scheme to launder money from a political campaign to another person's account for personal use.",0.0980392156862746,Breitbart
"Newsom vows to block Trump's reported energy plan in California, experts push back",'Outnumbered' reacts to California Gov. Gavin Newsom's criticisms of his own party for walking away from America's masculinity crisis. California Democratic Gov. Gavin Newsom vowed this week that he would stop a reported Trump administration effort to unleash energy production off California's coast in a social media post that was widely criticized by conservatives and experts who spoke to Fox News Digital.,-0.1607843137254902,Fox News
"If Trump opens up California for offshore oil drilling, will any companies jump in?","By Rob Nikolewski | rob.nikolewski@sduniontribune.com | The San Diego Union-Tribune

The Trump administration reportedly wants to turbocharge offshore oil drilling in the U.S., including the coast of California. But it remains to be seen if any new rigs ever get built. ""Dead on arrival,"" Gov. Gavin Newsom said in a short post on X, responding to a Washington Post story that the administration will soon propose six offshore lease sales in California between 2027 and 2030.",-0.09019607843137256,Daily News
"California revokes 17,000 commercial driver's licenses for immigrants - The Boston Globe","Transportation Secretary Sean Duffy said Wednesday that California's action to revoke these licenses is an admission that the state acted improperly even though it previously defended its licensing standards. California launched its review of commercial driver's licenses it issued after Duffy raised concerns. ""After weeks of claiming they did nothing wrong, Gavin Newsom and California have been caught red-handed. Now that we've exposed their lies, 17,000 illegally issued trucking licenses are being revoked,"" Duffy said, referring to the state's governor.",-0.05882352941176472,The Boston Globe
Gavin Newsom's bad news day,"PR PROBLEM -- Gavin Newsom, after months of largely positive headlines, is suddenly confronting a bad one. The governor wasn't implicated in the indictment of his former chief of staff Wednesday. But the arrest of Dana Williamson on federal public corruption charges sent a jolt through Sacramento and Newsom's orbit of close advisers. Williamson entered a not-guilty plea, including on charges of conspiracy to commit wire fraud and bank fraud.",-0.388235294117647,POLITICO
California's governor defends license revocations as Trump administration claims victory,"Don't miss the full story, whose reporting from Josh Funk at The Associated Press is the basis of this AI-assisted article. California plans to revoke 17,000 commercial driver's licenses issued to immigrants amid a dispute between Gov. Gavin Newsom and the Trump administration over whether the licenses were improperly issued or are being revoked for unspecified state law violations. Some key facts:

* California is revoking 17,000 commercial driver's licenses that were given to immigrants, with licenses expiring in 60 days.",-0.2,Washington Times
Ex-Newsom top aide indicted on fraud charges in connection with missing campaign funds,"A former chief of staff for California Gov. Gavin Newsom faces federal fraud charges in connection with diverting $225,000 in campaign funds

* A former chief of staff for California Gov. Gavin Newsom has been indicted on 23 federal felony fraud charges in connection with missing campaign funds. * Dana Williamson is accused of helping divert $225,000 from a campaign account belonging to then - California Attorney General and former HHS Secretary Xavier Becerra.",-0.3647058823529412,USA Today
"Newsom is running alone, for now. Is he vulnerable from the left?","WASHINGTON -- Before flying to Brazil this week, showing up for the United States at an international summit skipped by the Trump administration, California Gov. Gavin Newsom made a stop in Texas. The redistricting fight that had started there had come to a halt in California thanks to the governor's action. ""Don't poke the bear,"" Newsom told an elated crowd of Democrats.",0.192156862745098,Los Angeles Times
Longtime Newsom critic puts UN summit on notice if Dem governor is allowed to speak: 'Climate hypocrisy','The Five' co-hosts break down California Gov. Gavin Newsom's U.N. climate conference appearance -- and compare it to former Vice President Kamala Harris' book tour. An annual United Nations climate summit being held in the Amazonian city of Belém in Brazil is slated to include talks and appearances by California Gov.,-0.03529411764705881,Fox News
The art of the MOU,"With help from Alex Nieves, Noah Baustin, Annie Snider, Timothy Cama and Corbin Hiar

MAKING FRIENDS: Gov. Gavin Newsom may be a climate president in waiting, but as a governor, he has one glaring weakness: He can't sign treaties with other countries. Newsom is returning to a time-tested technique to exercise soft power at COP 30 this week: signing voluntary agreements, joint statements and other pointedly non-binding memorandums of understanding. Newsom and his administration inked new pacts with a bevy of governments both national and local, including Nigeria, the German state of Baden-Württemberg and the host Brazilian state of Pará.",0.2627450980392156,POLITICO
Newsom's former chief of staff indicted on public corruption charges,"Dana Williamson, center, a former top aide to California Gov. Gavin Newsom, leaves federal court in Sacramento on Wednesday, (Sophie Austin/AP)

Federal officials arrested a former chief of staff to California Gov. Gavin Newsom on Wednesday, charging her with conspiracy to commit bank and wire fraud, submitting false tax returns and making false statements, among other charges, according to court filings. The 23-count indictment unsealed Wednesday alleges that Dana Williamson conspired from February 2022 through September 2024 with Sean McCluskie, a former chief of staff for then-U.S.",-0.2549019607843137,Washington Post
California revokes 17k commercial licenses given to migrants  --  but...,"California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally improperly receiving licenses to drive a semitruck or a bus. But Gov. Gavin Newsom said that isn't the reason. Newsom said the revocations are for violations of state law, but he didn't provide specifics.",-0.2235294117647059,New York Post
Former Newsom Chief of Staff Arrested as Part of 'Corruption Investigation',"California Gov. Gavin Newsom's (D) former chief of staff was reportedly arrested and charged with having conspired to commit bank and wire fraud, among other things, as part of a ""political corruption investigation.""

In a press release from the United States Attorney's Office for the Eastern District of California, it was revealed that a federal grand jury charged Dana Williamson, 53, with ""conspiracy to commit bank and wire fraud, bank fraud, wire fraud, conspiracy to defraud the United States and obstruct justice, subscribing to false tax returns, and making false statements.""

""This is a crucial step in an ongoing political corruption investigation that began more than three years ago,"" U.S. Attorney Eric Grant said in a statement. ""As it always has, the U.S.",-0.2392156862745098,Breitbart
"California revokes 17,000 commercial driver's licenses for immigrants","California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally improperly receiving licenses to drive a semitruck or a bus. But Gov. Gavin Newsom said that isn't the reason. Newsom said the revocations are for violations of state law, but he didn't provide specifics.",-0.2235294117647059,Boston Herald
"California revokes 17,000 commercial driver's licenses for immigrants","California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally improperly receiving licenses to drive a semitruck or a bus. But Gov. Gavin Newsom said that isn't the reason. Newsom said the revocations are for violations of state law, but he didn't provide specifics.",-0.2235294117647059,Daily News
Former Aide to Gavin Newsom Charged With Corruption,"Laurel Rosenhall reported from Sacramento, and Shawn Hubler from Los Angeles. A former chief of staff to Gov. Gavin Newsom of California has been charged with conspiring to skim $225,000 from a dormant campaign fund that belonged to a top Biden administration official. The former aide, Dana Williamson, 53, was charged by a federal grand jury with 23 counts, including conspiracy to commit bank and wire fraud, bank fraud, conspiracy to defraud the United States and obstruct justice, according to an indictment that was unsealed on Wednesday.",-0.1058823529411764,The New York Times
Ex-Gavin Newsom staffer indicted on allegations of stealing hundreds of thousands,"Gov. Gavin Newsom's former chief of staff was federally indicted on allegations of stealing $225,000 from Xavier Becerra. Dana Williamson, 53, who served as Newsom's chief of staff from 2023 until December 2024, along with Becerra's former chief of staff Sean McCluskie, former high-ranking Capitol aide and lobbyist Greg Campbell, and two others, are accused of working together to take money from under Becerra's former political campaign account, The San Francisco Chronicle reports on Wednesday. Becerra was then secretary of Health and Human Services during former President Joe Biden's administration.",-0.1843137254901961,Raw Story
Ex-aide to California Gov. Gavin Newsom indicted for alleged theft of campaign funds from ex-health secretary,"SACRAMENTO, Calif. -- A former top aide to California Gov. Gavin Newsom has been indicted on federal charges alleging her involvement in a scheme to steal campaign money from former federal Health Secretary Xavier Becerra. Dana Williamson was arrested and was scheduled to make her first court appearance Wednesday in Sacramento.",-0.09019607843137256,Chicago Tribune
"Former Gavin Newsom chief of staff charged in $225K fraud and corruption scheme, DOJ says","Breitbart editor-in-chief Alex Marlow shares his take on California Gov. Gavin Newsom's interview with TPUSA's Charlie Kirk on 'The Ingraham Angle.'

California Gov. Gavin Newsom's former chief of staff was arrested Wednesday and charged with a number of fraud crimes for allegedly plotting to steal $225,000 and give it to a friend, the Justice Department said. Dana Williamson, 53, was charged in a 23-count federal indictment charging her with conspiracy to commit bank and wire fraud, defrauding the United States, obstructing justice, filing false tax returns, and lying to authorities.",-0.05882352941176472,Fox News
"New film leaves no doubt: Gavin Newsom, Karen Bass abandoned LA as it...","A new documentary about the Palisades Fire of January shows California Gov. Gavin Newsom (D) and Los Angeles Mayor Karen Bass (D) touring the Pacific Palisades as it burns behind them -- with a contingent of Los Angeles Fire Department firefighters accompanying them instead of fighting the blaze. The film, ""Paradise Abandoned,"" scheduled for release in December, is a reminder that the Palisades Fire will continue to haunt Bass as she seeks reelection -- and Newsom as he seeks the presidency. Newsom addressed adoring crowds of Democrats in Houston over the weekend, even picking up a presidential endorsement or two, though he has not yet officially launched his campaign.",-0.2156862745098039,New York Post
"California revokes 17,000 driver's licenses. But the state disputes it is over immigration concerns","California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally receiving licenses to drive a semitruck or a bus

California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally receiving licenses to drive a semitruck or a bus. But Gov. Gavin Newsom said that isn't the reason. Newsom said the revocations are for violations of state law, but he didn't provide specifics.",-0.2627450980392156,ABC News
"California revokes 17,000 driver's licenses. But the state disputes it is over immigration concerns","California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally receiving licenses to drive a semitruck or a bus. But Gov. Gavin Newsom said that isn't the reason. Newsom said the revocations are for violations of state law, but he didn't provide specifics.",-0.2784313725490196,Washington Times
Ex-aide to California governor indicted for alleged theft of campaign funds from ex-health secretary,"SACRAMENTO, Calif. -- A former top aide to California Gov. Gavin Newsom has been indicted on federal charges alleging her involvement in a scheme to steal campaign money from former federal Health Secretary Xavier Becerra. Dana Williamson was arrested and was scheduled to make her first court appearance Wednesday in Sacramento.",-0.1215686274509804,Washington Times
"California Revokes 17,000 Driver's Licenses. but the State Disputes It Is Over Immigration Concerns","California plans to revoke 17,000 commercial driver's licenses given to immigrants after the Trump administration raised concerns about people in the country illegally receiving licenses to drive a semitruck or a bus. But Gov. Gavin Newsom said that isn't the reason. Newsom said the revocations are for violations of state law, but he didn't provide specifics.",-0.2784313725490196,U.S. News & World Report
"Newsom's former chief of staff charged with diverting $225K from dormant political campaign, prosecutors say","Brandon Downs is a digital content producer at CBS Sacramento. Dana Williamson, Gov. Gavin Newsom's former chief of staff, was arrested and charged with conspiracy to commit fraud and obstruct justice, federal prosecutors said Wednesday. Court documents allege that Williamson, 53, conspired with others to divert about $225,000 in funds from a dormant political campaign to an associate's personal use, prosecutors said.",-0.05098039215686279,CBS News
Ex-Aide to California Governor Indicted for Alleged Theft of Campaign Funds From Ex-Health Secretary,"SACRAMENTO, Calif. (AP) -- A former top aide to California Gov. Gavin Newsom has been indicted on federal charges alleging her involvement in a scheme to steal campaign money from former federal Health Secretary Xavier Becerra. Dana Williamson was arrested and was scheduled to make her first court appearance Wednesday in Sacramento.",-0.1215686274509804,U.S. News & World Report
Ex-Aide To Gavin Newsom Indicted For Alleged Theft Of Campaign Funds From Ex-Health Secretary,"SACRAMENTO, Calif. (AP) -- A former top aide to California Gov. Gavin Newsom has been indicted on federal charges alleging her involvement in a scheme to steal campaign money from former federal Health Secretary Xavier Becerra. Dana Williamson was arrested and was scheduled to make her first court appearance Wednesday in Sacramento.",-0.1215686274509804,HuffPost
"Feds charge Gov. Newsom's former chief of staff over alleged fraud, tax crimes","This is read by an automated voice. Please report any issues or inconsistencies here. Gov. Gavin Newsom's former chief of staff was arrested Wednesday on federal charges that allege she siphoned $225,000 out of a dormant state campaign account and wrote off a $1 million luxury handbags and private jet travel as business expenses on her tax returns.",-0.1294117647058823,Los Angeles Times
California Dems at the center of Epstein email release,"DRIVING THE DAY: Dana Williamson, Gavin Newsom's former chief of staff, has been indicted on federal charges of conspiracy to commit bank fraud and wire fraud, according to court documents. A hearing is scheduled for 2 p.m. today at a federal courthouse in Sacramento. BACK TO BUSINESS: California House members are returning to Washington today with a bang, as Democrats released Jeffrey Epstein emails early this morning alleging that Donald Trump ""knew about the girls"" he was trafficking.",-0.05882352941176472,POLITICO
Former Newsom chief indicted on public corruption charges,"Gavin Newsom's former chief of staff Dana Williamson was indicted on federal public corruption charges. | Gov. Gavin Newsom's office

SACRAMENTO, California -- Gavin Newsom's former chief of staff Dana Williamson has been indicted on federal public corruption charges, including conspiracy to commit wire fraud and bank fraud. Williamson served as the governor's top aide from 2022 until 2024 and also previously worked as Cabinet secretary for Gov.",-0.1764705882352942,POLITICO
"Newsom plays climate warrior, compromiser and coy candidate","Gov. Gavin Newsom still insists he hasn't decided to run for president in 2028. But after persuading California's voters to gerrymander the state's congressional districts to grab more Democratic seats, he embarked on a flurry of appearances that had the distinct aroma of a political campaign. He did an interview on CNN, jetted off to Texas to crow about California's passage of the Proposition 50 gerrymander at a rally of Democrats -- some chanted about a 2028 candidacy -- and then headed to Brazil as the self-appointed U.S.",0.06666666666666665,Daily News
"California Gov. Gavin Newsom's ex-chief of staff arrested, accused of...","California Gov. Gavin Newsom's former chief of staff was arrested Wednesday and charged with plotting with accomplices to swipe $225,000 from inactive political campaigns and funnel it straight into a friend's pocket, federal prosecutors announced Wednesday. Dana Williamson, 53, is now facing a sweeping 23-count federal indictment charging her with conspiracy to commit bank and wire fraud, defrauding the United States, obstructing justice, filing false tax returns, and lying to authorities, according to the US Attorney's Office for the Eastern District of California. ""This is a crucial step in an ongoing political corruption investigation that began more than three years ago,"" US Attorney Eric Grant said in a statement.",-0.02745098039215688,New York Post
Trump's plans for more drilling off California sharpen feud with Newsom,"The governor called the administration's proposal for new offshore oil and gas leases ""dead on arrival"" at an annual climate summit in Brazil. The Trump administration's expected announcement this week of its plans to expand oil and gas drilling off California is already fueling the feud between President Donald Trump and Gov. Gavin Newsom. Although the plan, first reported by The Washington Post on Tuesday, is years away from fruition, Newsom wasted no time shooting it down, calling it ""dead on arrival"" at the 30th annual Conference of Parties (COP30) climate summit in Belém, Brazil.",-0.2470588235294118,MSNBC.com
Newsom silent on violent Berkeley protest of TPUSA at California university,"Two days after agitators violently disrupted a TPUSA event in Berkeley, California, the state's governor, Gavin Newsom, has yet to issue a public comment on the matter. The incident unfolded on Monday night on the campus of UC Berkeley at a Turning Point event featuring actor Rob Schneider and author Frank Turek, a Christian mentor of the organization's late founder, Charlie Kirk. Left-wing agitators swarmed Zellerbach Hall where the event, which was the last stop on the ""This is the Turning Point"" tour, was held. Four students at the university were arrested, according to The Daily Californian, which omitted the suspects' names from its report.",-0.5686274509803921,Fox News
Newsom adviser to nervous Dems: Lean in on immigration,"LESSON FOR 2026 -- Juan Rodriguez knows the conventional wisdom that Democrats should steer clear of talking about immigration -- and he thinks it's dead wrong. The longtime adviser to Gov. Gavin Newsom wants Democrats across the country to take heed of how the Proposition 50 campaign leaned hard into the issue and won. Rodriguez oversaw paid media for the redistricting ballot measure, and under his watch, the campaign rolled out ads that prominently featured footage of President Donald Trump's militarized immigration raids.",0.05882352941176472,POLITICO
"Newsom Flies 5,000+ Miles to Lash Trump for 'Dumb' U.S. Climate Policy","California Gov. Gavin Newsom (D) dedicated much of his Tuesday participation at the COP30 climate doomer summit lashing out at President Donald Trump over his ""dumb"" rejection of climate change alarmism. Newsom flew over 5,000 miles to Brazil earlier this week to participate in the ongoing U.N. climate change conference, hosted this year by the Brazilian government at the city of Belém.",-0.1372549019607843,Breitbart
"At Brazilian climate summit, Newsom positions California as a stand-in for the U.S.","BELÉM, Brazil -- The expansive halls of the Amazon's newly built climate summit hub echoed with the hum of air conditioners and the footsteps of delegates from around the world -- scientists, diplomats, Indigenous leaders and energy executives, all converging for two frenetic weeks of negotiations. Then Gov. Gavin Newsom rounded the corner, flanked by staff and security. They moved in tandem through the corridors on Tuesday as media swarmed and cellphone cameras rose into the air.",0.1529411764705881,Los Angeles Times
Newsom Dubs Any Trump Plans For Offshore Drilling In California 'Dead On Arrival',"Reports suggest the Trump administration intends to sell new oil and gas leases off the state's coast. California Gov. Gavin Newsom said a proposal for offshore drilling in the state would be ""dead on arrival"" as reports have emerged about the Trump administration selling new oil and gas leases in the region. According to The Washington Post, President Donald Trump's Interior Department is ""planning to open the California coast to oil drilling lease sales for the first time in decades."" Under these plans, the Interior Department would conduct six lease sales between 2027 and 2030, a move that Newsom pledged to challenge in court.",-0.06666666666666665,HuffPost
Even the governors have entourages at COP,"With help from Sara Schonhardt, Alex Nieves, Annie Snider, Noah Baustin, Mike Soraghan and Hannah Northey

THE GOVERNADORS: There are two governors seizing the spotlight at the United Nations climate talks in Belém this week: California Gov. Gavin Newsom, who's using his visit to draw a contrast with President Donald Trump, and the governor of the state of Pará, Helder Barbalho, who convinced Brazilian leaders to host the United Nations talks in his home city. At the official COP conference hall, where the handful of national leaders who decided to stop by have already come and gone, Newsom and Barbalho stood out as the two people rolling with an entourage -- and a swarm of reporters. There were obvious parallels: two well-coiffed state governors on the left of the political spectrum, struggling to contain devastating wildfires in their forests.",0.04313725490196085,POLITICO
"California's Newsom criticizes ""chilling"" U.S. military strikes on alleged drug-carrying vessels","BELEM, Brazil, Nov 11 (Reuters) - California Governor Gavin Newsom said it was chilling to see the U.S. military blowing up suspected drug vessels in the Caribbean and off the Pacific coasts of Latin America with no transparency. ""What happened to due process? What happened to the rule of law?"" Newsom said when asked about the strikes at the COP30 climate summit in Brazil.",-0.05098039215686279,Reuters
"At COP30, California Governor Newsom blasts Trump for 'dumb' US climate policy","And they're going to dominate in the next great global industry. 0 of 59 secondsVolume 0%

Press shift question mark to access a list of keyboard shortcuts

Keyboard ShortcutsEnabledDisabled

Shortcuts Open/Close/ or ? Play/PauseSPACE

Increase Volume↑

Decrease Volume↓

Seek Forward→

Seek Backward←

Captions On/Offc

Fullscreen/Exit Fullscreenf

Mute/Unmutem

Decrease Caption Size-

Increase Caption Size+ or =

Seek %0-9

Subtitle Settings

OffEnglish

Font Color

White

Font Opacity

100%

Font Size

100%

Font Family

knowledge-bold

Character Edge

None

Edge Color

Black

Background Color

Black

Background Opacity

85

Window Color

Black

Window Opacity

0%

Reset

WhiteBlackRedGreenBlueYellowMagentaCyan

100%75%50%25%

200%175%150%125%100%75%50%

ArialCourierGeorgiaImpactLucida ConsoleTahomaTimes New RomanTrebuchet MSVerdana

NoneRaisedDepressedUniformDrop Shadow

WhiteBlackRedGreenBlueYellowMagentaCyan

WhiteBlackRedGreenBlueYellowMagentaCyan

100%75%50%25%0%

WhiteBlackRedGreenBlueYellowMagentaCyan

100%75%50%25%0%

Auto180p1080p720p576p540p480p360p288p180p

00:10

00:48

00:59

BELEM, Brazil, Nov 11 (Reuters) - California Governor Gavin Newsom assured an audience at the COP30 climate summit in Brazil that his state would continue to prioritize green technology, while blasting U.S. President Donald Trump's ""dumb"" decision to reverse the federal government's course on climate action.",0.1529411764705881,Reuters
Newsom Storms Climate Conference and Assails Trump as a 'Bully',"Gov. Gavin Newsom of California on Tuesday cast himself as the ""stable and reliable"" American partner to the world, called a reported White House proposal to open offshore drilling in the waters off California ""disgraceful"" and urged his fellow Democrats to recast climate change as a ""cost of living issue.""

Mr. Newsom, a Democrat who is widely considered to be weighing a 2028 presidential bid, used his appearance at the United Nations climate summit in Belém, Brazil, to paint President Trump as a threat to American competitiveness by letting China dominate electric vehicles, solar panels and other clean energy technologies of the future. ""The United States of America better wake up at that,"" Mr.",0.0980392156862746,The New York Times
Fetterman Rejects 'Lecture' from 'Extreme' Dems on Shutdown,"Tuesday on ABC's ""The View,"" Sen. John Fetterman (D-PA) said he didn't need a lecture from ""extreme"" Democrats on the government shutdown. Co-host Sunny Hostin said, ""Bernie Sanders said the vote was a horrific mistake. Governor Gavin Newsom called it pathetic and a surrender.",-0.2235294117647059,Breitbart
Trump wants oil drilling off the coast of California. But does anyone else?,"There are an estimated 9.8 billion barrels of untapped oil off the coast of California and about 29.6 billion barrels in the Gulf of Mexico. The Trump administration reportedly has plans to open the waters off California's coast to new oil and gas drilling for the first time in four decades, drawing swift condemnation from Gov. Gavin Newsom, lawmakers and environmental groups who say it would be disastrous for the state's environment, economy and clean energy targets. Whether energy companies would be interested in such leases is another question.",0.1058823529411765,Los Angeles Times
Newsom at UN talks: 'Donald Trump is temporary',"BELÉM, Brazil -- California Gov. Gavin Newsom excoriated President Donald Trump in plenary remarks at a United Nations climate conference in Brazil on Tuesday. ""He wants to bring us back and try to recreate the 20th, maybe even try to recreate the 19th century,"" Newsom said. ""They're doubling down on stupid as it relates to climate policy in my country, but not in my state.""

Newsom's speech to an at-capacity room of local government representatives from around the world came during his first appearance at the annual climate talks, held this year in the Amazonian city of Belém, and underscored his effort to position California -- and himself -- as a counterweight to the Trump administration's dismantling of climate policies at home and abroad.",0.01960784313725483,POLITICO
"Fetterman fires back at Newsom after shutdown criticism, refuses to 'play chicken' with the lives of Americans","Sen. John Fetterman, D-Pa., responded to criticism on Bari Weiss podcast from California Gov. Gavin Newsom about his vote on the government shutdown. Sen.",-0.08235294117647063,Fox News
Video: Newsom Criticizes Trump's Offshore Oil Drilling Proposal,"During the United Nations climate summit on Tuesday, Gov. Gavin Newsom of California responded to President Trump's proposal to allow new oil and gas drilling off the California coast, declaring it ""dead on arrival.""

We've talked in the past COPs about the polluted heart of the climate crisis being big oil. Increasingly, the polluted heart of the climate crisis appears to be Donald Trump. As it relates to offshore oil drilling, it's overwhelmingly opposed by members of all political parties in the state of California.",-0.03529411764705881,The New York Times
New Poll Reveals Who Young Male Voters Prefer Over JD Vance  --  And They're Not MAGA,"A poll conducted by a GOP-affiliated group reveals this outspoken Democrat outperformed the vice president by 5 points in a hypothetical 2028 matchup. Democratic California Gov. Gavin Newsom led Vice President JD Vance among young male voters who were asked which prospective candidate they preferred in a hypothetical 2028 presidential election, according to findings by a Republican pollster. The poll -- conducted in late October by TIPP Insight in collaboration with the League of American Workers, a GOP-affiliated organization founded by former President Donald Trump adviser Steve Cortes -- asked 2,100 registered voters age 18-25, including a sample of 1,300 men, who they would prefer between Vance or Newsom.",-0.0117647058823529,HuffPost
California's Newsom Criticizes 'Chilling' U.S. Military Strikes on Alleged Drug-Carrying Vessels,"BELEM, Brazil (Reuters) -California Governor Gavin Newsom said it was chilling to see the U.S. military blowing up suspected drug vessels in the Caribbean and off the Pacific coasts of Latin America with no transparency. ""What happened to due process? What happened to the rule of law?"" Newsom said when asked about the strikes at the COP30 climate summit in Brazil.",-0.1294117647058823,U.S. News & World Report
AP Interview: Newsom says Trump climate-fighting absence is 'doubling down on stupid',"BELEM, Brazil -- Calling America's absence from key United Nations climate negotiations ""doubling down on stupid,"" California Gov. Gavin Newsom said Tuesday the United States risks being left behind as an economic power. Newsom, a Democrat eyeing a 2028 presidential run, is so far the highest profile of several U.S. governors and mayors at U.N.",0.1529411764705881,Washington Times
Newsom claims Trump is 'handing the future to China' at Brazilian climate confab that WH skipped,"Daniel Turner joins Jimmy Failla on Fox Across America to share his thoughts on the start of the UN Climate Change Conference in Brazil. California Gov. Gavin Newsom was the most prominent American official to attend the COP30 global climate conference in Belém, Brazil, this week -- using the platform to criticize the absent Trump administration. The White House mocked the trip, noting California's continued rank among the highest in U.S.",0.2862745098039217,Fox News
AP Interview: Newsom Says Trump Climate-Fighting Absence Is 'Doubling Down on Stupid',"BELEM, Brazil (AP) -- Calling America's absence from key United Nations climate negotiations ""doubling down on stupid,"" California Gov. Gavin Newsom said Tuesday the United States risks being left behind as an economic power. Newsom, a Democrat eyeing a 2028 presidential run, is so far the highest profile of several U.S. governors and mayors at U.N.",0.1529411764705881,U.S. News & World Report
